"company" "tikr" "price" "country" "mrkt"
"Broadwind, Inc." "BWEN" 1.78 "US" "XNAS"
"BIO-key International, Inc." "BKYI" 2.29 "US" "XNAS"
"Central Valley Community Bancorp" "CVCY" 22.78 "US" "XNAS"
"Beam Therapeutics, Inc." "BEAM" 70.37 "US" "XNAS"
"Axalta Coating Systems Ltd." "AXTA" 32.51 "US" "XNYS"
"Barrick Gold Corp." "GOLD" 18.1 "CA" NA
"Broadstone Net Lease, Inc." "BNL" 24.25 "AU" NA
"Brookfield Renewable Corp." "BEPC" 34.74 "CA" NA
"CEVA, Inc." "CEVA" 38.94 "US" "XNAS"
"Charah Solutions, Inc." "CHRA" 5.33 "US" "XNYS"
"Celldex Therapeutics, Inc." "CLDX" 36.61 "US" "XNAS"
"Cinedigm Corp." "CIDM" 1.15 "US" "XNAS"
"Becton, Dickinson & Co." "BDX" 254.12 "US" "XNYS"
"Cameco Corp." "CCJ" 23.68 "AU" NA
"Cemtrex, Inc." "CETX" 0.85 "US" "XNAS"
"Brookline Bancorp, Inc." "BRKL" 17.48 "US" "XNAS"
"California BanCorp" "CALB" 20.45 "US" "XNAS"
"Cardlytics, Inc." "CDLX" 61 "US" "XNAS"
"Caesarstone Ltd." "CSTE" 12.13 "US" "XNAS"
"Cargurus, Inc." "CARG" 32.58 "US" "XNAS"
"Birks Group, Inc." "BGI" 4.71 "NZ" NA
"Canterbury Park Holding Corp." "CPHC" 17.4 "US" "XNAS"
"Cincinnati Financial Corp." "CINF" 118.64 "US" "XNAS"
"Pixelworks, Inc." "PXLW" 4.1 "US" "XNAS"
"Paramount Group, Inc." "PGRE" 9.64 "US" "XNYS"
"OneMain Holdings, Inc." "OMF" 53.16 "US" "XNYS"
"PennyMac Mortgage Investment Trust" "PMT" 18.03 "CA" NA
"Ryman Hospitality Properties, Inc." "RHP" 91.84 "AU" NA
"Phoenix New Media Ltd." "FENG" 0.83 "US" "XNYS"
"Rambus, Inc." "RMBS" 27.55 "US" "XNAS"
"Plantronics, Inc." "POLY" 28.3 "LN" NA
"Research Solutions, Inc." "RSSS" 2.29 "US" "XNAS"
"Seagate Technology Holdings Plc" "STX" 110.93 "LN" NA
"Quhuo Ltd." "QH" 1.08 "US" "XNAS"
"PDS Biotechnology Corp." "PDSB" 7.22 "US" "XNAS"
"PotlatchDeltic Corp." "PCH" 56.52 "AU" NA
"Sleep Number Corp." "SNBR" 77.13 "US" "XNAS"
"Partner Communications Co. Ltd." "PTNR" 8.08 "US" "XNAS"
"Radian Group Inc." "RDN" 22.57 "AU" NA
"Pop Culture Group Co., Ltd." "CPOP" 2.23 NA NA
"Raymond James Financial, Inc." "RJF" 109.05 "US" "XNYS"
"Pennsylvania Real Estate Investment Trust" "PEI" 1.18 "CA" NA
"Savara, Inc." "SVRA" 1.32 "US" "XNAS"
"Pinnacle West Capital Corp." "PNW" 70.79 "AU" NA
"Q&K International Group Ltd." "QK" 0.52 "US" "XNAS"
"Safehold Inc." "SAFE" 70.62 "LN" NA
"Sarepta Therapeutics, Inc." "SRPT" 85.52 "US" "XNAS"
"nVent Electric Plc" "NVT" 37.38 "LN" NA
"Otis Worldwide Corp." "OTIS" 84.33 "US" "XNYS"
"Sempra Energy" "SRE" 138.2 "LN" NA
"TROOPS Inc" "TROO" 5 NA NA
"Petróleo Brasileiro SA" "PBR" 11.01 "CA" NA
"Nxt-ID Inc" "NXTD" 3.04 "US" "XNAS"
"Open Lending Corp." "LPRO" 20.3 "US" "XNAS"
"NovaBay Pharmaceuticals, Inc." "NBY" 0.37 "CA" NA
"Reservoir Media Inc" "RSVR" 7.53 NA NA
"OPKO Health, Inc." "OPK" 4.45 "US" "XNAS"
"Shaw Communications, Inc." "SJR" 30.11 "US" "XNYS"
"Signature Bank (New York, New York)" "SBNY" 365.72 "US" "XNAS"
"Quest Diagnostics, Inc." "DGX" 155.86 "AU" NA
"Northern Oil & Gas, Inc." "NOG" 22.59 "LN" NA
"Overseas Shipholding Group, Inc." "OSG" 1.98 "US" "XNYS"
"NovaGold Resources, Inc." "NG" 6.36 "LN" NA
"RADCOM Ltd." "RDCM" 12.95 "US" "XNAS"
"Pactiv Evergreen, Inc." "PTVE" 12.65 "US" "XNAS"
"Progressive Corp." "PGR" 109.22 "LN" NA
"Sinopec Shanghai Petrochemical Co. Ltd." "SHI" 23.45 "LN" NA
"Pieris Pharmaceuticals, Inc." "PIRS" 3.39 "US" "XNAS"
"RPT Realty" "RPT" 13.66 "LN" NA
"PPG Industries, Inc." "PPG" 167.68 "LN" NA
"Orion Office REIT Inc" "ONL" 17.99 "US" "XNYS"
"Root, Inc. (Delaware)" "ROOT" 2.88 "CA" NA
"Pembina Pipeline Corp." "PBA" 31.29 "US" "XNYS"
"Skyline Champion Corp." "SKY" 69.95 "AU" NA
"SL Green Realty Corp." "SLG" 79.97 "US" "XNYS"
"Rigel Pharmaceuticals, Inc." "RIGL" 2.53 "US" "XNAS"
"Owl Rock Capital Corp." "ORCC" 14.48 "US" "XNYS"
"RedHill Biopharma Ltd." "RDHL" 2.56 "US" "XNAS"
"Prologis, Inc." "PLD" 153.71 "US" "XNYS"
"R.R. Donnelley & Sons Co." "RRD" 11.2 "US" "XNYS"
"Okta, Inc." "OKTA" 196.79 "US" "XNAS"
"Seelos Therapeutics, Inc." "SEEL" 1.47 "US" "XNAS"
"Romeo Power, Inc." "RMO" 3.23 "CA" NA
"Philip Morris International, Inc." "PM" 99.13 "CA" NA
"Palatin Technologies, Inc." "PTN" 0.46 "US" "XASE"
"Omega Healthcare Investors, Inc." "OHI" 31.36 "US" "XNYS"
"ReTo Eco-Solutions, Inc." "RETO" 1.38 "US" "XNAS"
"Otonomy, Inc." "OTIC" 2.01 "US" "XNAS"
"Resonant, Inc." "RESN" 1.7 "US" "XNAS"
"PolyMet Mining Corp." "PLM" 2.66 "US" "XASE"
"Orla Mining Ltd." "ORLA" 3.42 "US" "XASE"
"PainReform Ltd." "PRFX" 1.34 "US" "XNAS"
"Paratek Pharmaceuticals, Inc." "PRTK" 4.52 "US" "XNAS"
"Public Service Enterprise Group, Inc." "PEG" 67.02 "LN" NA
"Pan American Silver Corp." "PAAS" 22.46 "CA" NA
"RELX Plc" "RELX" 30.1 "US" "XNYS"
"Shift Technologies, Inc." "SFT" 3.04 "CA" NA
"Silvergate Capital Corp." "SI" 128.39 "US" "XNYS"
"Schlumberger NV" "SLB" 35.03 "US" "XNYS"
"Perrigo Co. Plc" "PRGO" 40.72 "US" "XNYS"
"RingCentral, Inc." "RNG" 172.48 "CA" NA
"Precigen, Inc." "PGEN" 3.18 "US" "XNAS"
"Peloton Interactive, Inc." "PTON" 35.55 "US" "XNAS"
"Perion Network Ltd." "PERI" 21.5 "US" "XNAS"
"Pure Storage, Inc." "PSTG" 29.84 "US" "XNYS"
"Pingtan Marine Enterprise, Ltd." "PME" 0.52 "AU" NA
"QUALCOMM, Inc." "QCOM" 180.4 "US" "XNAS"
"Sequans Communications SA" "SQNS" 5 "US" "XNYS"
"Phio Pharmaceuticals Corp." "PHIO" 0.99 "US" "XNAS"
"Northrop Grumman Corp." "NOC" 400.46 "CA" NA
"Skillz, Inc." "SKLZ" 6.09 "US" "XNYS"
"Save Foods, Inc." "SVFD" 4.16 "US" "XNAS"
"Santander Consumer USA Holdings, Inc." "SC" 41.83 "US" "XNYS"
"Orion Engineered Carbons SA" "OEC" 18.53 "AU" NA
"Pearson Plc" "PSO" 8.3 "US" "XNYS"
"Rocket Cos., Inc." "RKT" 14.16 "LN" NA
"Olin Corp." "OLN" 53.91 "US" "XNYS"
"PolyPid Ltd." "PYPD" 6.22 "US" "XNAS"
"Seanergy Maritime Holdings Corp." "SHIP" 0.94 "LN" NA
"Revolution Medicines, Inc." "RVMD" 22.94 "US" "XNAS"
"Skylight Health Group, Inc." "SLHG" 1.21 "CA" NA
"Retractable Technologies, Inc." "RVP" 6.51 "US" "XASE"
"Parker-Hannifin Corp." "PH" 323.75 "US" "XNYS"
"Rhythm Pharmaceuticals, Inc." "RYTM" 9.3 "US" "XNAS"
"Orange SA" "ORAN" 10.74 "US" "XNYS"
"Seres Therapeutics, Inc." "MCRB" 8.54 "US" "XNAS"
"RiceBran Technologies" "RIBT" 0.32 "US" "XNAS"
"Sesen Bio, Inc." "SESN" 0.83 "US" "XNAS"
"SelectQuote, Inc." "SLQT" 8.11 "US" "XNYS"
"Novanta, Inc." "NOVT" 159.66 "US" "XNAS"
"RPC, Inc." "RES" 5.72 "AU" NA
"Sally Beauty Holdings, Inc." "SBH" 18.05 "US" "XNYS"
"OraSure Technologies, Inc." "OSUR" 7.96 "US" "XNAS"
"PBF Energy, Inc." "PBF" 16.3 "US" "XNYS"
"Pharming Group NV" "PHAR" 9.3 "LN" NA
"Retail Opportunity Investments Corp." "ROIC" 19.55 "US" "XNAS"
"Quantum Corp." "QMCO" 5.43 "US" "XNAS"
"RPM International, Inc." "RPM" 91.99 "AU" NA
"NOW, Inc." "DNOW" 9.23 "US" "XNYS"
"NRG Energy, Inc." "NRG" 40.56 "CA" NA
"Northern Dynasty Minerals Ltd." "NAK" 0.34 "LN" NA
"SilverSun Technologies, Inc." "SSNT" 4.05 "US" "XNAS"
"Premier, Inc. (North Carolina)" "PINC" 40.24 "US" "XNAS"
"Power Integrations, Inc." "POWI" 85.15 "US" "XNAS"
"PennyMac Financial Services, Inc." "PFSI" 67.77 "US" "XNYS"
"Signet Jewelers Ltd." "SIG" 90.89 "LN" NA
"NuVasive, Inc." "NUVA" 52.17 "US" "XNAS"
"Phunware, Inc." "PHUN" 2.65 "US" "XNAS"
"ORIX Corp." "IX" 106.23 "US" "XNYS"
"Oceaneering International, Inc." "OII" 12.86 "US" "XNYS"
"Service Corp. International" "SCI" 66.14 "AU" NA
"Pulmatrix, Inc." "PULM" 0.41 "US" "XNAS"
"PAE, Inc." "PAE" 9.92 "US" "XNAS"
"PG&E Corp." "PCG" 12.2 "AU" NA
"QuickLogic Corp." "QUIK" 5.06 "US" "XNAS"
"Oragenics, Inc." "OGEN" 0.52 "US" "XASE"
"Plug Power, Inc." "PLUG" 24.96 "US" "XNAS"
"Ondas Holdings, Inc." "ONDS" 5.45 "US" "XNAS"
"Rush Street Interactive, Inc." "RSI" 15.1 "CA" NA
"Relay Therapeutics, Inc." "RLAY" 26.78 "US" "XNAS"
"Sealed Air Corp." "SEE" 65.69 "LN" NA
"Schneider National, Inc." "SNDR" 26.13 "US" "XNYS"
"Royal Gold, Inc." "RGLD" 99.27 "CA" NA
"Palo Alto Networks, Inc." "PANW" 525.45 "US" "XNAS"
"Rave Restaurant Group, Inc." "RAVE" 1.03 "US" "XNAS"
"Ping Identity Holding Corp." "PING" 20.86 "US" "XNYS"
"Piedmont Office Realty Trust, Inc." "PDM" 19.66 "CA" NA
"SAP SE - ADR" "SAP" 138.3 "AU" NA
"ObsEva SA" "OBSV" 1.94 "US" "XNAS"
"Procter & Gamble Co." "PG" 162.73 "CA" NA
"Realty Income Corp." "O" 71.4 "US" "XNYS"
"SFL Corp. Ltd." "SFL" 8.42 "AU" NA
"Organovo Holdings, Inc." "ONVO" 3.8 "US" "XNAS"
"Retail Value, Inc." "RVI" 6.3 "US" "XNYS"
"Ribbon Communications, Inc." "RBBN" 6.11 "US" "XNAS"
"Seritage Growth Properties" "SRG" 13 "AU" NA
"PetroChina Co., Ltd." "PTR" 48.02 "LN" NA
"Similarweb Ltd" "SMWB" 17.52 "US" "XNYS"
"Pacira Biosciences, Inc." "PCRX" 60.16 "US" "XNAS"
"PolarityTE, Inc." "PTE" 0.61 "CA" NA
"Platinum Group Metals Ltd." "PLG" 1.63 "AU" NA
"Rackspace Technology, Inc." "RXT" 13.25 "US" "XNAS"
"Roper Technologies, Inc." "ROP" 461.32 "US" "XNYS"
"Shineco, Inc." "SISI" 4.44 "US" "XNAS"
"Q2 Holdings, Inc." "QTWO" 75.68 "US" "XNYS"
"Northwest Bancshares, Inc. (Pennsylvania)" "NWBI" 14.72 "US" "XNAS"
"SenesTech, Inc." "SNES" 1.03 "US" "XNAS"
"Nordstrom, Inc." "JWN" 23.22 "US" "XNYS"
"Nu Skin Enterprises, Inc." "NUS" 53.68 "AU" NA
"Seabridge Gold, Inc." "SA" 15.23 "CA" NA
"SLM Corp." "SLM" 20.34 "AU" NA
"Rockwell Automation, Inc." "ROK" 327.78 "CA" NA
"One Liberty Properties, Inc." "OLP" 34.99 "US" "XNYS"
"Patterson Cos., Inc." "PDCO" 29.37 "US" "XNAS"
"Realogy Holdings Corp." "RLGY" 16.17 "US" "XNYS"
"PubMatic, Inc." "PUBM" 26.76 "US" "XNAS"
"Novo Nordisk A/S" "NVO" 101.47 "AU" NA
"RISE Education Cayman Ltd." "REDU" 0.51 "US" "XNAS"
"Sanofi" "SNY" 50.24 "US" "XNAS"
"Novavax, Inc." "NVAX" 126.92 "US" "XNAS"
"Organon & Co." "OGN" 32.4 "CA" NA
"Quanterix Corp." "QTRX" 34.16 "US" "XNAS"
"Reinsurance Group of America, Inc." "RGA" 115.9 "US" "XNYS"
"Nucor Corp." "NUE" 114.49 "US" "XNYS"
"Robinhood Markets Inc - Ordinary Shares - Class A" "HOOD" 15.88 "US" "XNAS"
"Quipt Home Medical Corp." "QIPT" 5.9 "CA" NA
"PDC Energy, Inc." "PDCE" 52.81 "US" "XNAS"
"Performance Food Group Co." "PFGC" 46.75 "US" "XNYS"
"Repro-Med Systems, Inc." "KRMD" 3.01 "US" "XNAS"
"ProPetro Holding Corp." "PUMP" 9.6 "CA" NA
"Novan, Inc." "NOVN" 4 "US" "XNAS"
"Smart Sand, Inc." "SND" 2.05 "LN" NA
"SharpLink Gaming Ltd." "SBET" 2.25 NA NA
"Ra Medical Systems, Inc." "RMED" 1.51 "US" "XASE"
"Norwegian Cruise Line Holdings Ltd." "NCLH" 22.2 "US" "XNYS"
"Ocugen, Inc." "OCGN" 4.07 "US" "XNAS"
"Regeneron Pharmaceuticals, Inc." "REGN" 603.87 "US" "XNAS"
"Recro Pharma, Inc." "REPH" 1.61 "US" "XNAS"
"Ocular Therapeutix, Inc." "OCUL" 6.43 "US" "XNAS"
"OUTFRONT Media, Inc." "OUT" 26.21 "US" "XNYS"
"Qorvo, Inc." "QRVO" 154.57 "US" "XNAS"
"Sangamo Therapeutics, Inc." "SGMO" 6.77 "US" "XNAS"
"Origin Agritech Ltd." "SEED" 6.9 "LN" NA
"Sensus Healthcare, Inc." "SRTS" 8.19 "US" "XNAS"
"Packaging Corporation of America" "PKG" 137.83 "CA" NA
"Orchid Island Capital, Inc." "ORC" 4.63 "US" "XNYS"
"Ormat Technologies, Inc." "ORA" 75.89 "AU" NA
"Polar Power, Inc." "POLA" 3.49 "US" "XNAS"
"Ovintiv, Inc." "OVV" 37.81 "CA" NA
"Salarius Pharmaceuticals, Inc." "SLRX" 0.48 "US" "XNAS"
"Qilian International Holding Group Ltd." "QLI" 2.49 "US" "XNAS"
"RealNetworks, Inc." "RNWK" 0.92 "US" "XNAS"
"SeaChange International, Inc." "SEAC" 1.51 "US" "XNAS"
"Paychex, Inc." "PAYX" 128.84 "US" "XNAS"
"Rockwell Medical, Inc." "RMTI" 0.4 "US" "XNAS"
"Plains GP Holdings LP" "PAGP" 10.92 "US" "XNAS"
"Old Republic International Corp." "ORI" 25.5 "AU" NA
"Progyny, Inc." "PGNY" 43.78 "US" "XNAS"
"Six Flags Entertainment Corp." "SIX" 43.82 "AU" NA
"Rent-A-Center, Inc." "RCII" 46.63 "US" "XNAS"
"SEMrush Holdings Inc - Ordinary Shares - Class A" "SEMR" 17.42 "US" "XNYS"
"Scully Royalty Ltd." "SRL" 8.26 "AU" NA
"Olink Holding AB" "OLK" 11.71 "US" "XNAS"
"Second Sight Medical Products, Inc." "EYES" 1.61 "US" "XNAS"
"Paya Holdings, Inc." "PAYA" 6.56 "US" "XNAS"
"PPL Corp." "PPL" 30.25 "AU" NA
"Pool Corp." "POOL" 503.11 "CA" NA
"Pioneer Natural Resources Co." "PXD" 199.05 "US" "XNYS"
"Siyata Mobile, Inc." "SYTA" 1.86 "US" "XNAS"
"SELLAS Life Sciences Group, Inc." "SLS" 5.58 "LN" NA
"RYB Education, Inc." "RYB" 2.13 "US" "XNYS"
"Qurate Retail, Inc." "QRTEA" 8.04 "US" "XNAS"
"Onconova Therapeutics, Inc." "ONTX" 2.28 "US" "XNAS"
"Silence Therapeutics Plc" "SLN" 23.7 "LN" NA
"OGE Energy Corp." "OGE" 37.53 "US" "XNYS"
"PS Business Parks, Inc." "PSB" 178.68 "US" "XNYS"
"Office Depot, Inc." "ODP" 41.25 "US" "XNAS"
"Nova Ltd." "NVMI" 131.99 "US" "XNAS"
"Norfolk Southern Corp." "NSC" 296.81 "AU" NA
"Pluristem Therapeutics, Inc." "PSTI" 1.45 "US" "XNAS"
"Sinclair Broadcast Group, Inc." "SBGI" 28.85 "US" "XNAS"
"Ortho Clinical Diagnostics Holdings Plc" "OCDX" 19.98 "US" "XNAS"
"PerkinElmer, Inc. (United States)" "PKI" 181.65 "CA" NA
"Park Hotels & Resorts, Inc." "PK" 19.81 "US" "XNYS"
"Schrödinger, Inc." "SDGR" 31.94 "US" "XNAS"
"NVIDIA Corp." "NVDA" 272.28 "US" "XNAS"
"Sabre Corp." "SABR" 9.31 "US" "XNAS"
"Nouveau Monde Graphite, Inc." "NMG" 7.49 "US" "XNYS"
"Simmons First National Corp." "SFNC" 32.07 "US" "XNAS"
"SM Energy Co." "SM" 32.81 "CA" NA
"Owens & Minor, Inc." "OMI" 45.07 "LN" NA
"Ralph Lauren Corp." "RL" 118.05 "US" "XNYS"
"Ollie's Bargain Outlet Holdings, Inc." "OLLI" 49.71 "US" "XNAS"
"Repay Holdings Corp." "RPAY" 18.29 "US" "XNAS"
"Palantir Technologies, Inc." "PLTR" 16.57 "US" "XNYS"
"Radware Ltd." "RDWR" 36.09 "US" "XNAS"
"Precipio, Inc." "PRPO" 1.56 "US" "XNAS"
"Raytheon Technologies Corp." "RTX" 90.44 "US" "XNYS"
"Performant Financial Corp." "PFMT" 2.21 "US" "XNAS"
"Powerbridge Technologies Co. Ltd." "PBTS" 0.46 "US" "XNAS"
"Owens Corning" "OC" 89.84 "US" "XNYS"
"Purple Innovation, Inc." "PRPL" 11.67 "US" "XNAS"
"NOV, Inc." "NOV" 15.08 "AU" NA
"PulteGroup, Inc." "PHM" 52.28 "US" "XNYS"
"Pinterest, Inc." "PINS" 32.42 "US" "XNYS"
"Scientific Games Corp." "SGMS" 63.54 "US" "XNAS"
"Office Properties Income Trust" "OPI" 27.5 "CA" NA
"Shift4 Payments, Inc." "FOUR" 56.56 "LN" NA
"Senseonics Holdings, Inc." "SENS" 2.7 "LN" NA
"Occidental Petroleum Corp." "OXY" 33.22 "US" "XNYS"
"Range Resources Corp." "RRC" 18.7 "US" "XNYS"
"Osmotica Pharmaceuticals Plc" "OSMT" 1.03 "US" "XNAS"
"Rekor Systems, Inc." "REKR" 6.02 "US" "XNAS"
"ServiceNow, Inc." "NOW" 566.01 "US" "XNYS"
"RLJ Lodging Trust" "RLJ" 14.48 "US" "XNYS"
"SailPoint Technologies Holdings, Inc." "SAIL" 44.55 "US" "XNYS"
"Seagen Inc." "SGEN" 143.61 "US" "XNAS"
"R1 RCM, Inc." "RCM" 23.34 "US" "XNAS"
"PagerDuty, Inc." "PD" 31.89 "CA" NA
"Organogenesis Holdings, Inc." "ORGO" 8.27 "US" "XNAS"
"Scienjoy Holding Corp." "SJ" 5.63 "CA" NA
"Perpetua Resources Corp." "PPTA" 4.56 "CA" NA
"SCWorx Corp." "WORX" 1.28 "US" "XNAS"
"Pacific Biosciences of California, Inc." "PACB" 16.75 "US" "XNAS"
"Shake Shack, Inc." "SHAK" 69.56 "US" "XNYS"
"Pebblebrook Hotel Trust" "PEB" 23.7 "LN" NA
"Nyxoah SA" "NYXH" 22 "US" "XNAS"
"Phillips Edison & Co., Inc." "PECO" 34.27 "US" "XNAS"
"SciPlay Corp." "SCPL" 11.99 "US" "XNAS"
"Option Care Health, Inc." "OPCH" 25.03 "US" "XNAS"
"PayPal Holdings, Inc." "PYPL" 187.59 "US" "XNAS"
"PagSeguro Digital Ltd." "PAGS" 23.69 "US" "XNYS"
"Pfizer Inc." "PFE" 55.71 "US" "XNYS"
"Sirius XM Holdings, Inc." "SIRI" 6.2 "US" "XNAS"
"Pinduoduo, Inc." "PDD" 55.84 "US" "XNAS"
"Sapiens International Corp. NV" "SPNS" 33.01 "US" "XNAS"
"Planet Fitness, Inc." "PLNT" 91.25 "CA" NA
"Northern Trust Corp." "NTRS" 129.59 "US" "XNAS"
"Oak Street Health, Inc." "OSH" 25.47 "AU" NA
"PAVmed, Inc." "PAVM" 2.04 "US" "XNAS"
"Rayonier Advanced Materials, Inc." "RYAM" 6.01 "US" "XNYS"
"Simon Property Group, Inc." "SPG" 161.23 "NZ" NA
"Rexford Industrial Realty, Inc." "REXR" 75.32 "US" "XNYS"
"Omeros Corp." "OMER" 6.27 "US" "XNAS"
"Reed's, Inc." "REED" 0.36 "US" "XNAS"
"Select Medical Holdings Corp." "SEM" 28.03 "US" "XNYS"
"O-I Glass, Inc." "OI" 13.01 "US" "XNYS"
"Silicom Ltd." "SILC" 47.5 "US" "XNAS"
"Overstock.com, Inc." "OSTK" 53.43 "US" "XNAS"
"Ocean Power Technologies, Inc." "OPTT" 1.4 "US" "XASE"
"Playtika Holding Corp." "PLTK" 16.83 "US" "XNAS"
"Profire Energy, Inc." "PFIE" 1.12 "US" "XNAS"
"Skyworks Solutions, Inc." "SWKS" 154.13 "US" "XNAS"
"ONEOK, Inc." "OKE" 62.48 "US" "XNYS"
"Opendoor Technologies, Inc." "OPEN" 11.36 "US" "XNAS"
"Portland General Electric Co." "POR" 53.26 "CA" NA
"Quidel Corp." "QDEL" 124.15 "US" "XNAS"
"Proto Labs, Inc." "PRLB" 52.23 "US" "XNYS"
"Pentair Plc" "PNR" 69.41 "AU" NA
"Pitney Bowes, Inc." "PBI" 6.63 "US" "XNYS"
"Senmiao Technology Ltd." "AIHS" 0.35 "US" "XNAS"
"Points.com Inc" "PCOM" 14.65 "US" "XNAS"
"Sientra, Inc." "SIEN" 3.1 "US" "XNAS"
"Safe-T Group Ltd." "SFET" 0.72 "US" "XNAS"
"Riot Blockchain, Inc." "RIOT" 20.37 "US" "XNAS"
"Redfin Corp." "RDFN" 33.16 "US" "XNAS"
"Regulus Therapeutics, Inc." "RGLS" 0.3 "US" "XNAS"
"Siebert Financial Corp." "SIEB" 2.28 "US" "XNAS"
"Old National Bancorp" "ONB" 19.65 "US" "XNAS"
"PROG Holdings, Inc." "PRG" 43.31 "AU" NA
"Plus Therapeutics, Inc." "PSTV" 1.19 "US" "XNAS"
"Pharvaris NV" "PHVS" 17.99 NA NA
"ResMed, Inc." "RMD" 237.13 "AU" NA
"Primo Water Corp." "PRMW" 17.36 "CA" NA
"Royalty Pharma Plc" "RPRX" 40.26 "US" "XNAS"
"Orbital Energy Group, Inc." "OEG" 2.07 "CA" NA
"Service Properties Trust" "SVC" 9.7 "CA" NA
"NXP Semiconductors NV" "NXPI" 221.25 "US" "XNAS"
"ProQR Therapeutics NV" "PRQR" 7.03 "US" "XNAS"
"Zurn Water Solutions Corp" "ZWS" 34.7 "US" "XNYS"
"OpGen, Inc." "OPGN" 0.98 "US" "XNAS"
"Polaris Inc." "PII" 114.85 "US" "XNYS"
"People's United Financial, Inc." "PBCT" 20.38 "US" "XNAS"
"Qualigen Therapeutics, Inc." "QLGN" 1.05 NA NA
"Prudential Financial, Inc." "PRU" 114.82 "LN" NA
"NortonLifeLock, Inc." "NLOK" 26.6 "US" "XNAS"
"PTC Therapeutics, Inc." "PTCT" 38.11 "US" "XNAS"
"Precision BioSciences, Inc." "DTIL" 6.57 "US" "XNAS"
"Predictive Oncology, Inc." "POAI" 0.96 "US" "XNAS"
"Patterson-UTI Energy, Inc." "PTEN" 9.63 "US" "XNAS"
"SINTX Technologies, Inc." "SINT" 0.66 "US" "XNAS"
"Nu Holdings Ltd." "NU" 9.35 "CA" NA
"Paramount Gold Nevada Corp." "PZG" 0.67 "US" "XASE"
"Sentage Holdings, Inc." "SNTG" 1.01 NA NA
"Oil States International, Inc." "OIS" 5.87 "US" "XNYS"
"Planet Green Holdings Corp." "PLAG" 0.99 "US" "XASE"
"Rubius Therapeutics, Inc." "RUBY" 9.54 "US" "XNAS"
"Skechers U.S.A., Inc." "SKX" 46.03 "CA" NA
"Nymox Pharmaceutical Corp." "NYMX" 1.4 "US" "XNAS"
"Saul Centers, Inc." "BFS" 53.81 "CA" NA
"Public Storage" "PSA" 355.7 "AU" NA
"QuantumScape Corp." "QS" 21.02 "US" "XNYS"
"Preferred Apartment Communities, Inc." "APTS" 17.91 "US" "XNYS"
"ShiftPixy, Inc." "PIXY" 0.91 "US" "XNAS"
"Selecta Biosciences, Inc." "SELB" 2.91 "US" "XNAS"
"Sabra Health Care REIT, Inc." "SBRA" 14.31 "US" "XNAS"
"Pyxis Tankers, Inc." "PXS" 0.51 "LN" NA
"Principal Financial Group, Inc." "PFG" 76.28 "LN" NA
"One Stop Systems, Inc." "OSS" 4.77 "CA" NA
"Old Dominion Freight Line, Inc." "ODFL" 332.57 "US" "XNAS"
"Optibase Ltd." "OBAS" 11.99 "US" "XNAS"
"Roblox Corporation - Ordinary Shares - Class A" "RBLX" 84.37 "US" "XNYS"
"Phillips 66" "PSX" 81.95 "US" "XNYS"
"Pioneer Power Solutions, Inc." "PPSI" 7.72 "US" "XNAS"
"salesforce.com, inc." "CRM" 228.26 "AU" NA
"SCYNEXIS, Inc." "SCYX" 6.32 "US" "XNAS"
"Papa John's International, Inc." "PZZA" 127.67 "US" "XNAS"
"Prothena Corp. Plc" "PRTA" 41.3 "US" "XNAS"
"ReWalk Robotics Ltd." "RWLK" 1.2 "US" "XNAS"
"Regency Centers Corp." "REG" 75.71 "AU" NA
"SBA Communications Corp." "SBAC" 347.68 "US" "XNAS"
"Ross Stores, Inc." "ROST" 104.96 "US" "XNAS"
"Progenity, Inc." "PROG" 1.93 "US" "XNAS"
"Power REIT" "PW" 69.19 "US" "XASE"
"PTC, Inc." "PTC" 115.15 "CA" NA
"Opera Ltd." "OPRA" 6.79 "US" "XNAS"
"Ready Capital Corp." "RC" 16.03 "CA" NA
"SeaWorld Entertainment, Inc." "SEAS" 68.34 "US" "XNYS"
"Oatly Group AB" "OTLY" 7.98 "US" "XNAS"
"Roku, Inc." "ROKU" 180.36 "US" "XNAS"
"Sendas Distribuidora SA" "ASAI" 10.14 "LN" NA
"Physicians Realty Trust" "DOC" 18.86 "AU" NA
"Sino-Global Shipping America Ltd." "SINO" 4.97 "US" "XNAS"
"Porch Group, Inc." "PRCH" 13.11 "US" "XNAS"
"Silvercorp Metals, Inc." "SVM" 3.42 "LN" NA
"Pilgrim's Pride Corp." "PPC" 28.46 "LN" NA
"Oncolytics Biotech, Inc." "ONCY" 1.31 "US" "XNAS"
"NuCana Plc" "NCNA" 2.44 "US" "XNAS"
"Shopify, Inc." "SHOP" 1144.09 "CA" NA
"Protalix Biotherapeutics, Inc." "PLX" 0.84 "NZ" NA
"OneSmart International Education Group Ltd" "ONE" 0.29 "AU" NA
"Professional Diversity Network, Inc." "IPDN" 0.87 "US" "XNAS"
"SG Blocks, Inc." "SGBX" 1.91 "US" "XNAS"
"Penn National Gaming, Inc." "PENN" 47.27 "US" "XNAS"
"Outlook Therapeutics, Inc." "OTLK" 1.26 "US" "XNAS"
"Rollins, Inc." "ROL" 33.7 "LN" NA
"Recon Technology Ltd." "RCON" 1.27 "US" "XNAS"
"Ring Energy, Inc." "REI" 2.77 "US" "XASE"
